ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,De Minaur A.,512,11,75,3470,7,6,6,3,,,,,,,2,0,Completed,2.2,1.67,2.42,1.63,2.52,1.7,2.29,1.62
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Arnaldi M.,4,36,7085,1191,2,6,6,4,6,4,,,,,2,1,Completed,1.5,2.63,1.51,2.78,1.53,2.78,1.48,2.64
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Bublik A.,Carballes Baena R.,18,68,1992,821,1,6,6,2,6,2,,,,,2,1,Completed,3,1.4,3.08,1.43,3.19,1.46,2.9,1.41
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Mensik J.,Dimitrov G.,74,10,766,3640,6,2,6,7,6,3,,,,,2,1,Completed,3.4,1.33,3.43,1.36,3.53,1.36,3.28,1.33
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Bautista Agut R.,17,86,2080,708,3,6,6,3,7,5,,,,,2,1,Completed,1.44,2.75,1.47,2.91,1.48,2.95,1.44,2.77
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Mannarino A.,35,20,1240,1875,6,0,6,4,,,,,,,2,0,Completed,1.11,6.5,1.15,6.42,1.18,6.5,1.13,5.85
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Cobolli F.,Jarry N.,64,23,848,1675,6,3,3,6,6,3,,,,,2,1,Completed,2.5,1.53,2.64,1.55,2.64,1.59,2.52,1.52
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Shelton B.,Machac T.,15,50,2480,1013,6,0,6,2,,,,,,,2,0,Completed,1.73,2.1,1.73,2.24,1.73,2.24,1.68,2.17
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Norrie C.,Fonseca J.,30,242,1345,241,6,1,6,4,,,,,,,2,0,Completed,1.5,2.63,1.56,2.6,1.63,2.63,1.53,2.48
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Kecmanovic M.,6,66,4480,830,6,4,6,1,,,,,,,2,0,Completed,1.17,5,1.17,5.91,1.18,5.91,1.16,5.21
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Struff J.L.,Humbert U.,24,14,1628,2535,7,5,6,4,,,,,,,2,0,Completed,1.67,2.2,1.64,2.42,1.68,2.5,1.63,2.26
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Griekspoor T.,Rune H.,25,12,1505,3245,6,4,4,6,6,3,,,,,2,1,Completed,2.75,1.44,2.96,1.46,2.96,1.49,2.81,1.43
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Rublev A.,Davidovich Fokina A.,8,28,3830,1355,7,6,6,4,,,,,,,2,0,Completed,1.44,2.75,1.51,2.75,1.51,2.77,1.47,2.66
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Hurkacz H.,Altmaier D.,9,61,3675,871,6,4,7,6,,,,,,,2,0,Completed,1.3,3.5,1.32,3.74,1.36,3.74,1.3,3.46
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Alcaraz C.,Seyboth Wild T.,3,63,8145,849,6,3,6,3,,,,,,,2,0,Completed,1.07,9,1.1,9.04,1.11,9.04,1.09,7.6
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Fritz T.,Baez S.,13,19,2560,1955,6,2,6,3,,,,,,,2,0,Completed,1.57,2.38,1.54,2.67,1.57,2.67,1.51,2.54
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Cerundolo F.,Paul T.,22,16,1680,2350,6,7,6,4,6,2,,,,,2,1,Completed,1.67,2.2,1.75,2.21,1.75,2.25,1.69,2.16
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Shapovalov D.,5,132,5425,465,6,4,7,5,,,,,,,2,0,Completed,1.17,5,1.19,5.53,1.24,5.53,1.18,4.86
28,Madrid,Mutua Madrid Open,2024-04-29,Masters 1000,Outdoor,Clay,3rd Round,3,Bublik A.,Shelton B.,18,15,1992,2480,3,6,7,6,6,4,,,,,2,1,Completed,3.2,1.36,3.28,1.39,3.37,1.4,3.13,1.36
28,Madrid,Mutua Madrid Open,2024-04-29,Masters 1000,Outdoor,Clay,3rd Round,3,Lehecka J.,Monteiro T.,31,118,1305,545,6,4,7,6,,,,,,,2,0,Completed,1.53,2.5,1.6,2.52,1.63,2.52,1.55,2.43
28,Madrid,Mutua Madrid Open,2024-04-29,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Korda S.,4,26,7085,1485,5,7,7,6,6,3,,,,,2,1,Completed,1.5,2.63,1.54,2.67,1.54,2.74,1.5,2.58
28,Madrid,Mutua Madrid Open,2024-04-29,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Cachin P.,512,91,75,653,6,1,6,7,6,3,,,,,2,1,Completed,1.14,5.5,1.16,6.24,1.21,6.24,1.15,5.31
28,Madrid,Mutua Madrid Open,2024-04-29,Masters 1000,Outdoor,Clay,3rd Round,3,Auger-Aliassime F.,Mensik J.,35,74,1240,766,6,1,1,0,,,,,,,1,0,Retired,1.91,1.91,1.96,1.94,1.99,1.98,1.9,1.9
28,Madrid,Mutua Madrid Open,2024-04-29,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Norrie C.,6,30,4480,1345,6,2,6,4,,,,,,,2,0,Completed,1.2,4.5,1.2,5.16,1.22,5.16,1.19,4.57
28,Madrid,Mutua Madrid Open,2024-04-29,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,Kotov P.,2,72,8660,787,6,2,7,5,,,,,,,2,0,Completed,1.03,17,1.02,28.31,1.03,28.31,1.02,16.53
28,Madrid,Mutua Madrid Open,2024-04-29,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Cobolli F.,17,64,2080,848,7,5,6,4,,,,,,,2,0,Completed,1.36,3.2,1.35,3.52,1.4,3.52,1.35,3.16
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Medvedev D.,Bublik A.,4,18,7085,1992,7,6,6,4,,,,,,,2,0,Completed,1.2,4.5,1.2,5.34,1.21,5.34,1.19,4.67
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Rublev A.,Griekspoor T.,8,25,3830,1505,6,2,6,4,,,,,,,2,0,Completed,1.44,2.75,1.47,2.92,1.5,2.92,1.44,2.75
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Hurkacz H.,13,9,2560,3675,7,6,6,4,,,,,,,2,0,Completed,1.8,2,1.95,1.95,1.95,2.02,1.84,1.95
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Cerundolo F.,Zverev A.,22,5,1680,5425,6,3,6,4,,,,,,,2,0,Completed,4.5,1.2,4.96,1.22,4.96,1.24,4.47,1.2
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Alcaraz C.,Struff J.L.,3,24,8145,1628,6,3,6,7,7,6,,,,,2,1,Completed,1.17,5,1.19,5.59,1.21,5.59,1.18,4.87
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Sinner J.,Khachanov K.,2,17,8660,2080,5,7,6,3,6,3,,,,,2,1,Completed,1.22,4.33,1.29,4.01,1.29,4.5,1.24,3.94
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Auger-Aliassime F.,Ruud C.,35,6,1240,4480,6,4,7,5,,,,,,,2,0,Completed,4,1.25,4.1,1.28,4.1,1.29,3.79,1.26
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Lehecka J.,Nadal R.,31,512,1305,75,7,5,6,4,,,,,,,2,0,Completed,1.91,1.91,1.91,2,2,2,1.87,1.92
28,Madrid,Mutua Madrid Open,2024-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3,Rublev A.,Alcaraz C.,8,3,3830,8145,4,6,6,3,6,2,,,,,2,1,Completed,4,1.25,4.48,1.25,4.48,1.28,4.13,1.23
28,Madrid,Mutua Madrid Open,2024-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3,Fritz T.,Cerundolo F.,13,22,2560,1680,6,1,3,6,6,3,,,,,2,1,Completed,1.5,2.63,1.55,2.64,1.55,2.79,1.51,2.56
28,Madrid,Mutua Madrid Open,2024-05-02,Masters 1000,Outdoor,Clay,Quarterfinals,3,Auger-Aliassime F.,Sinner J.,35,2,1240,8660,,,,,,,,,,,,,Walkover,3.4,1.33,3.54,1.35,3.54,1.4,3.24,1.34
28,Madrid,Mutua Madrid Open,2024-05-02,Masters 1000,Outdoor,Clay,Quarterfinals,3,Lehecka J.,Medvedev D.,31,4,1305,7085,6,4,,,,,,,,,1,0,Retired,2.38,1.57,2.53,1.59,2.62,1.59,2.43,1.55
28,Madrid,Mutua Madrid Open,2024-05-03,Masters 1000,Outdoor,Clay,Semifinals,3,Rublev A.,Fritz T.,8,22,3830,1680,6,4,6,3,,,,,,,2,0,Completed,1.62,2.3,1.7,2.28,1.7,2.6,1.63,2.26
28,Madrid,Mutua Madrid Open,2024-05-03,Masters 1000,Outdoor,Clay,Semifinals,3,Auger-Aliassime F.,Lehecka J.,35,31,1240,1305,3,3,,,,,,,,,0,0,Retired,2.1,1.73,2.17,1.78,2.3,1.78,2.1,1.73
28,Madrid,Mutua Madrid Open,2024-05-05,Masters 1000,Outdoor,Clay,The Final,3,Rublev A.,Auger-Aliassime F.,8,35,3830,1240,4,6,7,5,7,5,,,,,2,1,Completed,1.33,3.4,1.35,3.52,1.36,3.53,1.33,3.32
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Zhang Zh.,Galan D.E.,56,90,868,656,6,2,7,5,,,,,,,2,0,Completed,1.91,1.91,1.79,2.12,1.91,2.12,1.82,1.98
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Hanfmann Y.,Mensik J.,59,65,848,809,6,3,6,2,,,,,,,2,0,Completed,2.3,1.62,2.45,1.61,2.45,1.67,2.26,1.64
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Nishioka Y.,Ofner S.,80,46,721,1036,6,3,2,6,7,6,,,,,2,1,Completed,2.1,1.73,2.29,1.69,2.33,1.75,2.18,1.68
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Borges N.,Martinez P.,53,51,931,937,6,7,6,4,7,6,,,,,2,1,Completed,1.91,1.91,1.97,1.92,1.97,1.92,1.9,1.89
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Darderi L.,Shapovalov D.,54,126,918,505,6,7,6,3,7,6,,,,,2,1,Completed,1.67,2.2,1.69,2.28,1.69,2.28,1.66,2.21
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Kotov P.,Michelsen A.,63,69,819,798,6,1,6,1,,,,,,,2,0,Completed,1.44,2.75,1.46,2.92,1.5,2.92,1.44,2.77
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Cobolli F.,Marterer M.,57,98,868,616,6,4,6,2,,,,,,,2,0,Completed,1.4,3,1.43,3.01,1.44,3.01,1.41,2.89
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Monteiro T.,Monfils G.,106,38,590,1145,6,2,7,5,,,,,,,2,0,Completed,1.67,2.2,1.73,2.21,1.75,2.36,1.69,2.17
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Shevchenko A.,Marozsan F.,60,36,848,1179,6,3,6,2,,,,,,,2,0,Completed,2.75,1.44,2.84,1.48,2.84,1.48,2.78,1.45
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Atmane T.,Eubanks C.,137,43,463,1053,6,4,6,4,,,,,,,2,0,Completed,1.5,2.63,1.55,2.6,1.56,2.63,1.51,2.54
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Vukic A.,Schwartzman D.,70,142,792,439,6,2,6,2,,,,,,,2,0,Completed,2.38,1.57,2.52,1.58,2.6,1.59,2.48,1.53
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Koepfer D.,Vavassori A.,52,168,932,355,6,4,6,3,,,,,,,2,0,Completed,1.67,2.2,1.75,2.2,1.75,2.33,1.66,2.21
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Hijikata R.,68,79,805,724,6,4,7,5,,,,,,,2,0,Completed,1.08,8,1.11,7.89,1.12,8,1.1,7.01
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Barrere G.,61,115,839,560,6,4,6,2,,,,,,,2,0,Completed,1.4,3,1.47,2.89,1.47,3,1.43,2.83
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Medjedovic H.,Popyrin A.,121,42,522,1057,6,3,6,2,,,,,,,2,0,Completed,1.8,2,1.83,2.02,1.95,2.06,1.81,1.99
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Passaro F.,Rinderknech A.,240,73,248,754,6,7,7,5,7,6,,,,,2,1,Completed,2.2,1.67,2.33,1.67,2.36,1.67,2.27,1.65
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Nadal R.,Bergs Z.,305,108,175,581,4,6,6,3,6,4,,,,,2,1,Completed,1.14,5.5,1.17,5.85,1.17,6.5,1.14,5.6
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Napolitano S.,Wolf J.J.,125,101,506,605,6,2,7,6,,,,,,,2,0,Completed,1.44,2.75,1.48,2.83,1.52,2.83,1.45,2.73
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Gigante M.,Zeppieri G.,139,144,456,427,7,6,6,4,,,,,,,2,0,Completed,2.38,1.57,2.43,1.61,2.43,1.63,2.34,1.59
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Moutet C.,Safiullin R.,83,39,715,1138,3,6,7,6,6,2,,,,,2,1,Completed,1.73,2.1,1.81,2.1,1.81,2.1,1.76,2.06
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Kecmanovic M.,Nakashima B.,58,72,850,760,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,1.81,2.09,1.82,2.13,1.76,2.06
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Arnaldi M.,Mayot H.,37,130,1160,499,3,6,7,5,6,4,,,,,2,1,Completed,1.17,5,1.19,5.25,1.19,5.25,1.17,4.89
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Draper J.,Coric B.,40,55,1136,914,7,5,6,1,,,,,,,2,0,Completed,1.67,2.2,1.81,2.1,1.81,2.38,1.66,2.21
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Carballes Baena R.,O Connell C.,62,66,826,807,6,7,5,0,,,,,,,0,1,Retired,1.44,2.75,1.43,3.01,1.46,3.01,1.42,2.85
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Ruusuvuori E.,49,71,980,780,3,6,6,3,6,3,,,,,2,1,Completed,2.1,1.73,2.24,1.72,2.24,1.8,2.16,1.7
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Cachin P.,41,99,1120,613,6,4,6,4,,,,,,,2,0,Completed,1.22,4.33,1.24,4.44,1.25,4.44,1.22,4.21
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Moreno De Alboran N.,112,136,565,466,7,5,6,7,7,6,,,,,2,1,Completed,1.44,2.75,1.53,2.67,1.53,2.75,1.47,2.64
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Evans D.,92,67,650,806,6,4,3,6,6,2,,,,,2,1,Completed,1.53,2.5,1.64,2.38,1.64,2.68,1.56,2.43
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Muller A.,Fucsovics M.,109,50,577,957,4,6,7,6,6,2,,,,,2,1,Completed,2.5,1.53,2.48,1.6,2.63,1.6,2.45,1.55
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Karatsev A.,Mcdonald M.,86,76,675,735,4,6,6,3,6,4,,,,,2,1,Completed,1.25,4,1.29,3.9,1.3,4,1.27,3.67
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,Sonego L.,64,47,811,996,6,3,6,7,6,3,,,,,2,1,Completed,2,1.8,2.1,1.81,2.1,1.87,2.02,1.79
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Nardi L.,Altmaier D.,81,78,718,733,6,4,6,4,,,,,,,2,0,Completed,2.2,1.67,2.25,1.71,2.33,1.71,2.2,1.67
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Borges N.,Bublik A.,53,17,931,2055,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,1.71,2.28,1.8,2.28,1.72,2.11
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Atmane T.,Musetti L.,137,29,463,1405,7,5,1,0,,,,,,,1,0,Retired,5.5,1.14,5.67,1.19,6,1.2,5.28,1.16
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Nishioka Y.,10,80,3605,721,7,5,6,4,,,,,,,2,0,Completed,1.11,6.5,1.16,6.06,1.17,6.5,1.13,5.78
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Darderi L.,Navone M.,54,31,918,1329,6,3,6,2,,,,,,,2,0,Completed,2.2,1.67,2.29,1.7,2.52,1.7,2.24,1.65
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Shelton B.,Kotov P.,14,63,2460,819,4,6,6,3,6,4,,,,,2,1,Completed,1.5,2.63,1.58,2.56,1.62,2.74,1.53,2.5
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Zhang Zh.,Mannarino A.,56,21,868,1875,6,1,6,3,,,,,,,2,0,Completed,1.14,5.5,1.19,5.42,1.21,5.55,1.17,5.02
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Monteiro T.,Thompson J.,106,35,590,1191,6,1,6,3,,,,,,,2,0,Completed,1.4,3,1.41,3.19,1.41,3.22,1.39,2.99
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,Cobolli F.,27,57,1525,868,7,6,4,6,6,4,,,,,2,1,Completed,1.57,2.38,1.65,2.4,1.68,2.6,1.59,2.36
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Vukic A.,5,70,5435,792,6,0,6,4,,,,,,,2,0,Completed,1.05,11,1.06,12.76,1.08,12.76,1.05,10.29
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Passaro F.,Griekspoor T.,240,26,248,1595,4,6,6,3,7,6,,,,,2,1,Completed,3.2,1.36,3.56,1.34,3.56,1.4,3.3,1.33
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Shevchenko A.,18,60,2000,848,6,4,6,4,,,,,,,2,0,Completed,1.29,3.75,1.35,3.52,1.4,3.94,1.32,3.41
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Tabilo A.,Hanfmann Y.,32,59,1320,848,6,3,7,6,,,,,,,2,0,Completed,1.53,2.5,1.54,2.66,1.64,2.66,1.51,2.57
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Fritz T.,Fognini F.,13,92,2870,650,6,3,6,4,,,,,,,2,0,Completed,1.2,4.5,1.22,4.82,1.22,4.98,1.2,4.53
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Kecmanovic M.,Ruud C.,58,7,850,4535,0,6,6,4,6,4,,,,,2,1,Completed,5,1.17,5.11,1.21,5.12,1.21,4.88,1.18
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Cerundolo F.,Gigante M.,22,139,1870,456,6,1,6,3,,,,,,,2,0,Completed,1.29,3.75,1.29,3.99,1.3,3.99,1.28,3.7
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Moutet C.,1,83,9990,715,6,3,6,1,,,,,,,2,0,Completed,1.08,8,1.11,8.9,1.11,8.9,1.09,7.39
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Etcheverry T.,Seyboth Wild T.,28,61,1460,839,6,3,7,5,,,,,,,2,0,Completed,1.73,2.1,1.87,2.04,1.89,2.12,1.83,1.98
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Medjedovic H.,Davidovich Fokina A.,121,33,522,1315,7,6,6,4,,,,,,,2,0,Completed,2.3,1.62,2.2,1.76,2.32,1.8,2.17,1.7
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Jarry N.,Arnaldi M.,24,37,1675,1160,6,2,7,6,,,,,,,2,0,Completed,2.1,1.73,2.23,1.74,2.23,1.76,2.14,1.7
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Nadal R.,9,305,3730,175,6,1,6,3,,,,,,,2,0,Completed,2.3,1.62,2.4,1.65,2.4,1.84,2.28,1.62
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Paul T.,Karatsev A.,16,86,2300,675,6,4,6,2,,,,,,,2,0,Completed,1.44,2.75,1.5,2.59,1.57,3.13,1.47,2.7
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Napolitano S.,Shang J.,125,105,506,590,6,7,6,1,6,0,,,,,2,1,Completed,2,1.8,2.03,1.88,2.03,1.88,1.98,1.81
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Koepfer D.,Tiafoe F.,52,25,932,1650,6,4,6,2,,,,,,,2,0,Completed,1.91,1.91,1.89,2.01,1.94,2.01,1.87,1.93
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,De Minaur A.,Carballes Baena R.,11,62,3435,826,6,3,6,2,,,,,,,2,0,Completed,1.33,3.4,1.39,3.27,1.4,3.4,1.36,3.17
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Muller A.,Fils A.,109,34,577,1251,7,5,6,3,,,,,,,2,0,Completed,2.2,1.67,2.3,1.69,2.38,1.74,2.24,1.64
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Draper J.,4,40,7195,1136,7,5,6,4,,,,,,,2,0,Completed,1.67,2.2,1.75,2.21,1.75,2.28,1.68,2.18
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Baez S.,Lajovic D.,19,64,1960,811,7,6,7,6,,,,,,,2,0,Completed,1.57,2.38,1.69,2.3,1.69,2.42,1.63,2.27
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Norrie C.,Munar J.,30,68,1350,805,6,3,1,6,6,3,,,,,2,1,Completed,1.57,2.38,1.68,2.33,1.68,2.45,1.62,2.29
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Struff J.L.,8,41,3860,1120,6,7,6,4,6,4,,,,,2,1,Completed,1.53,2.5,1.58,2.55,1.58,2.6,1.52,2.51
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Van De Zandschulp B.,20,112,1880,565,6,1,7,6,,,,,,,2,0,Completed,1.4,3,1.44,3.03,1.44,3.06,1.4,2.93
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,Nardi L.,12,81,3250,718,6,4,6,4,,,,,,,2,0,Completed,1.33,3.4,1.36,3.49,1.36,3.87,1.33,3.33
29,Rome,Internazionali BNL d'Italia,2024-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Rublev A.,Giron M.,6,49,4740,980,5,7,6,4,7,5,,,,,2,1,Completed,1.11,6.5,1.12,7.98,1.12,7.98,1.11,6.74
29,Rome,Internazionali BNL d'Italia,2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Monteiro T.,Kecmanovic M.,106,58,590,850,6,2,4,6,7,6,,,,,2,1,Completed,2,1.8,2.02,1.88,2.1,1.88,1.99,1.81
